study_ID,author_first,year,extracted,ecotype,family,species,species_iucn,species_phylo,origin,method,empty_bladder,mean_mass_g,dors_SA_cm2,vent_SA_cm2,D,lat,lon,skin_temp,t_skin_est,trt_temp,airflow_ml_s,airflow_cm_s,RH_perc,es_kPa,ea_kPa,VPD_kPa,duration_min,hydration,strategy,strategy2,days_cocoon,trait,response,trait_unit,mean,sd,se,sample_size,unit_corrected_mean,unit_corrected_sd,unit,r_s_mean,r_s_sd,r_s_se,pv_skin_g_ml_min,pv_air_g_ml_min,r_t,rw,Cp,p,r_b,r_s_est,Gr,v,calculated,notes,title,ref,,
10,Kosmala,2020,Table 2,Ground-dwelling,Bufonidae,Bufo marinus,Rhinella marina,Rhinella_marina,wild,water vapour,yes,125.8,140.1221561,,0.598524781,19.6419,-155.9962,,22.84999967,25,16.6667,2.554126939,0.048,3.258157936,0.001563916,3.25659402,20,,,,,water loss,evaporative water loss,mg min,10.4,1.5,15,15,4.45324829,0.642295426,mg cm h,4.7,2.5,,,,,,,,,4.7,,,no,,,,,
10,Kosmala,2020,Table 2,Ground-dwelling,Bufonidae,Bufo marinus,Rhinella marina,Rhinella_marina,wild,water vapour,yes,90.6,112.1941717,,0.538351847,-15.7783,128.7439,,22.84999967,25,16.6667,2.554126939,0.048,3.258157936,0.001563916,3.25659402,20,,,,,water loss,evaporative water loss,mg min,10.2,2,17,17,5.4548179,1.069572137,mg cm h,2.8,1,,,,,,,,,2.8,,,no,,,,,
10,Kosmala,2020,Table 2,Ground-dwelling,Bufonidae,Bufo marinus,Rhinella marina,Rhinella_marina,wild,water vapour,yes,104.8,123.8202686,,0.564258159,-15.1793,127.844,,22.84999967,25,16.6667,2.554126939,0.048,3.258157936,0.001563916,3.25659402,20,,,,,water loss,evaporative water loss,mg min,10.9,1.4,6,6,5.281838745,0.678401307,mg cm h,2.4,2.1,,,,,,,,,2.4,,,no,,,,,
10,Kosmala,2020,Table 2,Ground-dwelling,Bufonidae,Bufo marinus,Rhinella marina,Rhinella_marina,wild,water vapour,yes,143.7,153.3320014,,0.624787411,-12.71148128,131.4196213,,22.84999967,25,16.6667,2.554126939,0.048,3.258157936,0.001563916,3.25659402,20,,,,,water loss,evaporative water loss,mg min,10.7,1.4,10,10,4.186984518,0.54782975,mg cm h,4.5,1.6,,,,,,,,,4.5,,,no,,,,,
10,Kosmala,2020,Table 2,Ground-dwelling,Bufonidae,Bufo marinus,Rhinella marina,Rhinella_marina,wild,water vapour,yes,130.9,143.9443456,,0.606252222,-14.452,132.2699,,22.84999967,25,16.6667,2.554126939,0.048,3.258157936,0.001563916,3.25659402,20,,,,,water loss,evaporative water loss,mg min,9.9,2,16,16,4.126586629,0.833653864,mg cm h,3.9,2.1,,,,,,,,,3.9,,,no,,,,,
10,Kosmala,2020,Table 2,Ground-dwelling,Bufonidae,Bufo marinus,Rhinella marina,Rhinella_marina,wild,water vapour,yes,114.1,131.1586444,,0.579958652,-20.077,146.2601,,22.84999967,25,16.6667,2.554126939,0.048,3.258157936,0.001563916,3.25659402,20,,,,,water loss,evaporative water loss,mg min,8.8,1.7,20,20,4.025651121,0.777682603,mg cm h,6.3,2.1,,,,,,,,,6.3,,,no,,,,,
10,Kosmala,2020,Table 2,Ground-dwelling,Bufonidae,Bufo marinus,Rhinella marina,Rhinella_marina,wild,water vapour,yes,92.3,113.6155233,,0.541592117,-19.259,146.8169,,22.84999967,25,16.6667,2.554126939,0.048,3.258157936,0.001563916,3.25659402,20,,,,,water loss,evaporative water loss,mg min,8.1,1.6,17,17,4.277575933,0.844953271,mg cm h,6.4,1.7,,,,,,,,,6.4,,,no,,,,,
10,Kosmala,2020,Table 2,Ground-dwelling,Bufonidae,Bufo marinus,Rhinella marina,Rhinella_marina,wild,water vapour,yes,120.1,135.7905682,,0.5896329,-29.6083,153.3358,,22.84999967,25,16.6667,2.554126939,0.048,3.258157936,0.001563916,3.25659402,20,,,,,water loss,evaporative water loss,mg min,9.7,2,10,10,4.286003391,0.883712039,mg cm h,6.5,2.6,,,,,,,,,6.5,,,no,,,,,
10,Kosmala,2020,Table 2,Ground-dwelling,Bufonidae,Bufo marinus,Rhinella marina,Rhinella_marina,wild,water vapour,yes,113.1,130.3790935,,0.578312999,-29.2043,153.2673,,22.84999967,25,16.6667,2.554126939,0.048,3.258157936,0.001563916,3.25659402,20,,,,,water loss,evaporative water loss,mg min,8.9,1.6,12,12,4.095740488,0.736312897,mg cm h,6.3,1.7,,,,,,,,,6.3,,,no,,,,,
10,Kosmala,2020,Table 2,Ground-dwelling,Bufonidae,Bufo marinus,Rhinella marina,Rhinella_marina,wild,mass change,yes,110.2,,64.05285044,,-2.5043,-54.9546,,22.84999967,25,,,,,,,,70,,,,water gain,water uptake,g min,0.6,0.2,,17,562.0358774,187.3452925,mg cm h,,,,,,,,,,,,,,,,,,,
10,Kosmala,2020,Table 2,Ground-dwelling,Bufonidae,Bufo marinus,Rhinella marina,Rhinella_marina,wild,mass change,yes,76.6,,50.06944855,,-3.119,-60.0217,,22.84999967,25,,,,,,,,70,,,,water gain,water uptake,g min,0.5,0.2,,13,599.1677733,239.6671093,mg cm h,,,,,,,,,,,,,,,,,,,
10,Kosmala,2020,Table 2,Ground-dwelling,Bufonidae,Bufo marinus,Rhinella marina,Rhinella_marina,wild,mass change,yes,104.1,,61.62979448,,19.7216,-155.0849,,22.84999967,25,,,,,,,,70,,,,water gain,water uptake,g min,0.4,0.2,,11,389.4220353,194.7110176,mg cm h,,,,,,,,,,,,,,,,,,,
10,Kosmala,2020,Table 2,Ground-dwelling,Bufonidae,Bufo marinus,Rhinella marina,Rhinella_marina,wild,mass change,yes,125.8,,70.06107804,,19.6419,-155.9962,,22.84999967,25,,,,,,,,70,,,,water gain,water uptake,g min,0.3,0.1,,15,256.9186844,85.63956148,mg cm h,,,,,,,,,,,,,,,,,,,
10,Kosmala,2020,Table 2,Ground-dwelling,Bufonidae,Bufo marinus,Rhinella marina,Rhinella_marina,wild,mass change,yes,90.6,,56.09708584,,-15.7783,128.7439,,22.84999967,25,,,,,,,,70,,,,water gain,water uptake,g min,0.4,0.1,,17,427.8297106,106.9574276,mg cm h,,,,,,,,,,,,,,,,,,,
10,Kosmala,2020,Table 2,Ground-dwelling,Bufonidae,Bufo marinus,Rhinella marina,Rhinella_marina,wild,mass change,yes,104.8,,61.91013429,,-15.1793,127.844,,22.84999967,25,,,,,,,,70,,,,water gain,water uptake,g min,0.5,0.1,,6,484.5733311,96.91466621,mg cm h,,,,,,,,,,,,,,,,,,,
10,Kosmala,2020,Table 2,Ground-dwelling,Bufonidae,Bufo marinus,Rhinella marina,Rhinella_marina,wild,mass change,yes,143.7,,76.66600071,,-12.71148128,131.4196213,,22.84999967,25,,,,,,,,70,,,,water gain,water uptake,g min,0.5,0.2,,10,391.3077469,156.5230988,mg cm h,,,,,,,,,,,,,,,,,,,
10,Kosmala,2020,Table 2,Ground-dwelling,Bufonidae,Bufo marinus,Rhinella marina,Rhinella_marina,wild,mass change,yes,130.9,,71.97217281,,-14.452,132.2699,,22.84999967,25,,,,,,,,70,,,,water gain,water uptake,g min,0.4,0.1,,16,333.4622127,83.36555318,mg cm h,,,,,,,,,,,,,,,,,,,
10,Kosmala,2020,Table 2,Ground-dwelling,Bufonidae,Bufo marinus,Rhinella marina,Rhinella_marina,wild,mass change,yes,114.1,,65.57932222,,-20.077,146.2601,,22.84999967,25,,,,,,,,70,,,,water gain,water uptake,g min,0.4,0.1,,20,365.9690156,91.49225391,mg cm h,,,,,,,,,,,,,,,,,,,
10,Kosmala,2020,Table 2,Ground-dwelling,Bufonidae,Bufo marinus,Rhinella marina,Rhinella_marina,wild,mass change,yes,92.3,,56.80776164,,-19.259,146.8169,,22.84999967,25,,,,,,,,70,,,,water gain,water uptake,g min,0.4,0.1,,17,422.4774803,105.6193701,mg cm h,,,,,,,,,,,,,,,,,,,
10,Kosmala,2020,Table 2,Ground-dwelling,Bufonidae,Bufo marinus,Rhinella marina,Rhinella_marina,wild,mass change,yes,120.1,,67.89528412,,-29.6083,153.3358,,22.84999967,25,,,,,,,,70,,,,water gain,water uptake,g min,0.4,0.1,,10,353.4855228,88.37138069,mg cm h,,,,,,,,,,,,,,,,,,,
10,Kosmala,2020,Table 2,Ground-dwelling,Bufonidae,Bufo marinus,Rhinella marina,Rhinella_marina,wild,mass change,yes,113.1,,65.18954675,,-29.2043,153.2673,,22.84999967,25,,,,,,,,70,,,,water gain,water uptake,g min,0.5,0.1,,12,460.1964808,92.03929616,mg cm h,,,,,,,,,,,,,,,,,,,
11,Wu,2019,raw data,Arboreal,Hylidae,Litoria caerulea,Litoria caerulea,Litoria_caerulea,wild,mass change,yes,22.212125,,33.53236773,,-26.9861,153.1325,,18.79999978,20.5,,,,,,,,90,,,,water gain,water uptake,mg cm h,46.88178516,24.88347724,,7,46.88178516,24.88347724,mg cm h,,,,,,,,,,,,,,,,Mechanistic basis for loss of water balance in green tree frogs infected with a fungal pathogen,https://journals.physiology.org/doi/full/10.1152/ajpregu.00355.2018,,
12,Mokhatla,2019,raw data,Semi-aquatic,Pyxicephalidae,Amietia delalandii,Amietia dracomontana,Amietia_quecketti,wild,water vapour,no,15.323125,37.76379481,,0.270507943,-33.9608,25.6022,5.925,6.019999979,6.3,,0.55132,99.11292843,0.965931101,0.957362601,0.0085685,120,,,,,water loss,evaporative water loss,mg h,0.243141462,0.100698994,,8,6.438480636,2.666548588,mg cm h,,,,7.50485E-06,7.50485E-06,0.037223727,5.90784E-06,1.004844972,1.263194067,3.025483821,3.025468852,,,yes,original units not correct,"The role of ambient temperature and body mass on body temperature, standard metabolic rate and evaporative water loss in southern African anurans of different habitat specialisation",https://peerj.com/articles/7885/?td=tw,,
12,Mokhatla,2019,raw data,Semi-aquatic,Pyxicephalidae,Amietia delalandii,Amietia dracomontana,Amietia_quecketti,wild,water vapour,no,12.21944444,32.01395231,,0.254460557,-33.9608,25.6022,9.856666667,9.749999942,10.44444444,,0.587493333,99.09016148,1.282265248,1.270598705,0.011666543,120,,,,,water loss,evaporative water loss,mg h,0.257011103,0.058602905,,9,8.02809663,1.83054264,mg cm h,,,,9.81703E-06,9.81703E-06,0.040052943,7.84084E-06,1.004846598,1.24473377,2.802352366,2.802333964,,,yes,,,,,
12,Mokhatla,2019,raw data,Semi-aquatic,Pyxicephalidae,Amietia delalandii,Amietia dracomontana,Amietia_quecketti,wild,water vapour,no,9.656875,26.96142828,,0.23878224,-33.9608,25.6022,14.0625,13.88374988,15.0375,,0.55132,99.08000178,1.738573649,1.722578803,0.015994847,120,,,,,water loss,evaporative water loss,mg h,0.266594579,0.057138926,,8,9.887999122,2.119284087,mg cm h,,,,1.30984E-05,1.30984E-05,0.043873176,1.063E-05,1.004848946,1.224895535,2.699870779,2.699846743,,,yes,,,,,
12,Mokhatla,2019,raw data,Semi-aquatic,Pyxicephalidae,Amietia delalandii,Amietia dracomontana,Amietia_quecketti,wild,water vapour,no,15.6525,38.35450045,,0.272066888,-33.9608,25.6022,18.7,18.75499978,20.45,,0.4428,99.0728547,2.45859585,2.435801094,0.022794756,120,,,,,water loss,evaporative water loss,mg h,0.238294158,0.020230469,,8,6.212938631,0.5274601,mg cm h,,,,1.81816E-05,1.81816E-05,0.097675216,1.50314E-05,1.00485265,1.202314652,3.109629467,3.109590321,,,yes,,,,,
12,Mokhatla,2019,raw data,Semi-aquatic,Pyxicephalidae,Amietia delalandii,Amietia dracomontana,Amietia_quecketti,wild,water vapour,no,12.179375,31.93730487,,0.254234828,-33.9608,25.6022,22.175,23.54749965,25.775,,0.4428,99.07093927,3.415307832,3.383577549,0.031730284,120,,,,,water loss,evaporative water loss,mg h,0.27991185,0.026287198,,8,8.764416749,0.823087563,mg cm h,,,,2.48066E-05,2.48066E-05,0.094665395,2.08804E-05,1.004857572,1.18089682,2.919423605,2.919372553,,,yes,,,,,
12,Mokhatla,2019,raw data,Semi-aquatic,Pyxicephalidae,Amietia delalandii,Amietia dracomontana,Amietia_quecketti,wild,water vapour,no,11.86,31.32392268,,0.252415984,-33.9608,25.6022,26.68571429,28.03142807,30.75714286,,0.4428,99.071496,4.596766158,4.554085,0.042681158,120,,,,,water loss,evaporative water loss,mg h,0.315506916,0.04553789,,7,10.0723948,1.453773527,mg cm h,,,,3.28406E-05,3.28406E-05,0.10898459,2.81041E-05,1.004863651,1.161537628,2.857882416,2.857815153,,,yes,,,,,
12,Mokhatla,2019,raw data,Semi-aquatic,Pyxicephalidae,Amietia delalandii,Amietia dracomontana,Amietia_quecketti,wild,water vapour,no,13.895625,35.16264726,,0.263454019,-33.9608,25.6022,29.175,32.55874932,35.7875,,0.4428,99.07556996,6.144712317,6.08790875,0.056803567,120,,,,,water loss,evaporative water loss,mg h,0.373610187,0.071489907,,8,10.62520078,2.033120726,mg cm h,,,,4.31848E-05,4.31848E-05,0.135260312,3.75701E-05,1.004871616,1.142624582,2.892661868,2.892570856,,,yes,,,,,
12,Mokhatla,2019,raw data,Ground-dwelling,Bufonidae,Sclerophrys capensis,Sclerophrys capensis,Amietophrynus_rangeri,wild,water vapour,no,68.7525,93.07110062,,0.492472463,-33.9608,25.6022,6.8875,6.087499978,6.375,,0.6123625,99.09913484,0.970968204,0.96222109,0.008747114,120,,,,,water loss,evaporative water loss,mg h,0.227392928,0.076023388,,8,2.443217347,0.816831295,mg cm h,,,,7.54196E-06,7.54196E-06,0.100111644,5.93783E-06,1.004844997,1.262855136,4.352977047,4.3529554,,,yes,,,,,
12,Mokhatla,2019,raw data,Ground-dwelling,Bufonidae,Sclerophrys capensis,Sclerophrys capensis,Amietophrynus_rangeri,wild,water vapour,no,60.029375,84.90065898,,0.471369054,-33.9608,25.6022,11.45,9.642499943,10.325,,0.537755,99.09996592,1.271986196,1.260537886,0.011448309,120,,,,,water loss,evaporative water loss,mg h,0.262197022,0.036588793,,8,3.088280169,0.430960055,mg cm h,,,,9.74244E-06,9.74244E-06,0.102214486,7.77875E-06,1.004846546,1.245258248,4.353256581,4.353228221,,,yes,,,,,
12,Mokhatla,2019,raw data,Ground-dwelling,Bufonidae,Sclerophrys capensis,Sclerophrys capensis,Amietophrynus_rangeri,wild,water vapour,no,50.1175,75.13389475,,0.444694547,-33.9608,25.6022,15.0875,13.99624988,15.1625,,0.301724,99.09433747,1.752800333,1.736925877,0.015874456,120,,,,,water loss,evaporative water loss,mg h,0.125580996,0.051935582,,8,1.671429344,0.691240379,mg cm h,,,,1.31999E-05,1.31999E-05,0.257483796,1.07186E-05,1.00484902,1.224364472,4.991049291,4.991004488,,,yes,,,,,
12,Mokhatla,2019,raw data,Ground-dwelling,Bufonidae,Sclerophrys capensis,Sclerophrys capensis,Amietophrynus_rangeri,wild,water vapour,no,69.09928571,93.38875262,,0.493272938,-33.9608,25.6022,19.22857143,18.49142836,20.15714286,,0.4428,99.0890113,2.413717348,2.391728655,0.021988692,120,,,,,water loss,evaporative water loss,mg h,0.318797174,0.060931044,,7,3.413657053,0.65244521,mg cm h,,,,1.78675E-05,1.78675E-05,0.171656173,1.47595E-05,1.004852421,1.203515122,4.626409623,4.626352437,,,yes,,,,,
12,Mokhatla,2019,raw data,Ground-dwelling,Bufonidae,Sclerophrys capensis,Sclerophrys capensis,Amietophrynus_rangeri,wild,water vapour,no,57.606875,82.56505763,,0.465142834,-33.9608,25.6022,24.375,23.33374965,25.5375,,0.28002,99.07770249,3.366447408,3.335398748,0.03104866,120,,,,,water loss,evaporative water loss,mg h,0.200703446,0.037523072,,8,2.430852125,0.454466727,mg cm h,,,,2.44712E-05,2.44712E-05,0.334248782,2.05831E-05,1.004857322,1.181835805,5.089104127,5.089016402,,,yes,,,,,
12,Mokhatla,2019,raw data,Ground-dwelling,Bufonidae,Sclerophrys capensis,Sclerophrys capensis,Amietophrynus_rangeri,wild,water vapour,no,71.79625,95.84185123,,0.499407286,-33.9608,25.6022,27.37875,27.9799995,30.7,,0.4428,99.08259715,4.581382671,4.539352935,0.042029735,120,,,,,water loss,evaporative water loss,mg h,0.416927909,0.097645238,,8,4.350165441,1.018816274,mg cm h,,,,3.27369E-05,3.27369E-05,0.248538798,2.80132E-05,1.004863574,1.16175607,4.502846192,4.502740556,,,yes,,,,,
12,Mokhatla,2019,raw data,Ground-dwelling,Bufonidae,Sclerophrys capensis,Sclerophrys capensis,Amietophrynus_rangeri,wild,water vapour,no,54.303125,79.32799014,,0.456359062,-33.9608,25.6022,27.93333333,32.65999932,35.9,,0.4428,99.0727528,6.18405915,6.126717634,0.057341515,120,,,,,water loss,evaporative water loss,mg h,0.357769418,0.095452326,,8,4.510002296,1.203261626,mg cm h,,,,4.34455E-05,4.34455E-05,0.3215631,3.78097E-05,1.004871818,1.142208646,4.169159113,4.169027102,,,yes,,,,,
12,Mokhatla,2019,raw data,Aquatic,Pipidae,Xenopus laevis,Xenopus laevis,Xenopus_laevis,wild,water vapour,no,56.761875,98.20186618,,0.38534107,-33.9608,25.6022,7.675,5.704999981,5.95,,0.55132,99.11531576,0.942733101,0.93439289,0.008340211,120,,,,,water loss,evaporative water loss,mg h,0.239437504,0.040032628,,8,2.438217453,0.407656491,mg cm h,,,,7.3338E-06,7.3338E-06,0.09579599,5.7661E-06,1.004844852,1.264778151,3.83424743,3.834228914,,,yes,,,,,
12,Mokhatla,2019,raw data,Aquatic,Pipidae,Xenopus laevis,Xenopus laevis,Xenopus_laevis,wild,water vapour,no,45.4025,83.43455449,,0.362778986,-33.9608,25.6022,10.3125,9.484999945,10.15,,0.4428,99.10123356,1.257059398,1.24576137,0.011298028,120,,,,,water loss,evaporative water loss,mg h,0.216169142,0.016074582,,8,2.590882674,0.192660967,mg cm h,,,,9.63406E-06,9.63406E-06,0.120312535,7.68756E-06,1.004846469,1.246027469,3.903400323,3.903375192,,,yes,,,,,
12,Mokhatla,2019,raw data,Aquatic,Pipidae,Xenopus laevis,Xenopus laevis,Xenopus_laevis,wild,water vapour,no,48.71055556,87.82870173,,0.369738714,-33.9608,25.6022,14.98888889,14.23999987,15.43333333,,0.4428,99.09372621,1.78398225,1.767814487,0.016167764,120,,,,,water loss,evaporative water loss,mg h,0.267545691,0.069144343,,9,3.046221636,0.787263632,mg cm h,,,,1.34221E-05,1.34221E-05,0.143753941,1.09092E-05,1.004849181,1.223215415,3.880752643,3.880717187,,,yes,,,,,
12,Mokhatla,2019,raw data,Aquatic,Pipidae,Xenopus laevis,Xenopus laevis,Xenopus_laevis,wild,water vapour,no,57.003125,98.5062946,,0.385782914,-33.9608,25.6022,19.4125,18.91249977,20.625,,0.4428,99.06814921,2.485767214,2.462603573,0.023163642,120,,,,,water loss,evaporative water loss,mg h,0.223377951,0.067645781,,8,2.267651541,0.686715315,mg cm h,,,,1.83715E-05,1.83715E-05,0.271780463,1.51969E-05,1.004852789,1.201598441,3.92157334,3.921523429,,,yes,,,,,
12,Mokhatla,2019,raw data,Aquatic,Pipidae,Xenopus laevis,Xenopus laevis,Xenopus_laevis,wild,water vapour,no,58.0075,99.76997628,,0.38760787,-33.9608,25.6022,23.175,23.37874965,25.5875,,0.4428,99.08519186,3.376681815,3.345791655,0.03089016,120,,,,,water loss,evaporative water loss,mg h,0.373460567,0.065793284,,8,3.743215958,0.659449731,mg cm h,,,,2.45415E-05,2.45415E-05,0.21591762,2.06472E-05,1.004857376,1.181638,3.868587716,3.868520823,,,yes,,,,,
12,Mokhatla,2019,raw data,Aquatic,Pipidae,Xenopus laevis,Xenopus laevis,Xenopus_laevis,wild,water vapour,no,63.145625,106.1450273,,0.396599279,-33.9608,25.6022,26.7375,27.82249951,30.525,,0.4428,99.07736089,4.534554673,4.492717098,0.041837575,120,,,,,water loss,evaporative water loss,mg h,0.369450401,0.074100594,,8,3.480619021,0.698107069,mg cm h,,,,3.24209E-05,3.24209E-05,0.309388043,2.77253E-05,1.004863332,1.16242556,3.864280479,3.864190754,,,yes,,,,,
12,Mokhatla,2019,raw data,Aquatic,Pipidae,Xenopus laevis,Xenopus laevis,Xenopus_laevis,wild,water vapour,no,50.54388889,90.22907826,,0.373448259,-33.9608,25.6022,30.12222222,32.23999933,35.43333333,,0.4428,99.07619786,6.022286864,5.966652849,0.055634015,120,,,,,water loss,evaporative water loss,mg h,0.380970655,0.060469813,,9,4.222260294,0.670180995,mg cm h,,,,4.2373E-05,4.2373E-05,0.333753238,3.68218E-05,1.004870987,1.143935993,3.653521082,3.65340842,,,yes,,,,,
13,Senzano,2018,Table 1,Ground-dwelling,Bufonidae,Rhinella diptycha,Rhinella diptycha,Rhinella_diptycha,wild,water vapour,yes,191.7,186.3780553,,0.685702359,-21.250478,-49.921319,,13.84999988,15,21.66,0.122570527,65,1.734325813,1.127311778,0.607014034,120,,,,,water loss,evaporative water loss,ug s,193.48,25.29,,14,3.737178172,0.488490986,mg cm h,0.65,0.3,,,,,,,,,0.65,,,no,,"Temperature and dehydration effects on metabolism, water uptake and the partitioning between respiratory and cutaneous evaporative water loss in a terrestrial toad",https://journals.biologists.com/jeb/article/221/24/jeb188482/20567/Temperature-and-dehydration-effects-on-metabolism,,
13,Senzano,2018,Table 1,Ground-dwelling,Bufonidae,Rhinella diptycha,Rhinella diptycha,Rhinella_diptycha,wild,water vapour,yes,191.7,186.3780553,,0.685702359,-21.250478,-49.921319,,22.84999967,25,21.66,0.122570527,65,3.258157936,2.117802658,1.140355278,120,,,,,water loss,evaporative water loss,ug s,317.24,56.92,,14,6.127674195,1.099442741,mg cm h,1.39,0.27,,,,,,,,,1.39,,,no,,,,,
13,Senzano,2018,Table 1,Ground-dwelling,Bufonidae,Rhinella diptycha,Rhinella diptycha,Rhinella_diptycha,wild,water vapour,yes,191.7,186.3780553,,0.685702359,-21.250478,-49.921319,,31.84999935,35,21.66,0.122570527,65,5.875438988,3.819035342,2.056403646,120,,,,,water loss,evaporative water loss,ug s,500.53,99.04,,14,9.668026619,1.913014917,mg cm h,1.8,0.35,,,,,,,,,1.8,,,no,,,,,
13,Senzano,2018,Fig 3,Ground-dwelling,Bufonidae,Rhinella diptycha,Rhinella diptycha,Rhinella_diptycha,wild,mass change,yes,191.7,,93.18902766,,-21.250478,-49.921319,,13.84999988,15,,,,,,,,100,,,,water gain,water uptake,ug cm s,43.52679,29.64337,9.374057,10,156.696444,106.716132,mg cm h,,,,,,,,,,,,,,,,,,,
13,Senzano,2018,Fig 3,Ground-dwelling,Bufonidae,Rhinella diptycha,Rhinella diptycha,Rhinella_diptycha,wild,mass change,yes,191.7,,93.18902766,,-21.250478,-49.921319,,22.84999967,25,,,,,,,,100,,,,water gain,water uptake,ug cm s,38.34503,24.05557,7.607038,10,138.042108,86.600052,mg cm h,,,,,,,,,,,,,,,,,,,
13,Senzano,2018,Fig 3,Ground-dwelling,Bufonidae,Rhinella diptycha,Rhinella diptycha,Rhinella_diptycha,wild,mass change,yes,191.7,,93.18902766,,-21.250478,-49.921319,,31.84999935,35,,,,,,,,100,,,,water gain,water uptake,ug cm s,76.13202,28.11101,8.889481,10,274.075272,101.199636,mg cm h,,,,,,,,,,,,,,,,,,,
13,Senzano,2018,Fig 3,Ground-dwelling,Bufonidae,Rhinella diptycha,Rhinella diptycha,Rhinella_diptycha,wild,mass change,yes,191.7,,93.18902766,,-21.250478,-49.921319,,13.84999988,15,,,,,,,,90,,,,water gain,water uptake,ug cm s,76.76977,24.3298,7.693759,10,276.371172,87.58728,mg cm h,,,,,,,,,,,,,,,,,,,
13,Senzano,2018,Fig 3,Ground-dwelling,Bufonidae,Rhinella diptycha,Rhinella diptycha,Rhinella_diptycha,wild,mass change,yes,191.7,,93.18902766,,-21.250478,-49.921319,,22.84999967,25,,,,,,,,90,,,,water gain,water uptake,ug cm s,85.5389,19.59973,6.19798,10,307.94004,70.559028,mg cm h,,,,,,,,,,,,,,,,,,,
13,Senzano,2018,Fig 3,Ground-dwelling,Bufonidae,Rhinella diptycha,Rhinella diptycha,Rhinella_diptycha,wild,mass change,yes,191.7,,93.18902766,,-21.250478,-49.921319,,31.84999935,35,,,,,,,,90,,,,water gain,water uptake,ug cm s,111.20855,29.75642,9.409807,10,400.35078,107.123112,mg cm h,,,,,,,,,,,,,,,,,,,
13,Senzano,2018,Fig 3,Ground-dwelling,Bufonidae,Rhinella diptycha,Rhinella diptycha,Rhinella_diptycha,wild,mass change,yes,191.7,,93.18902766,,-21.250478,-49.921319,,13.84999988,15,,,,,,,,80,,,,water gain,water uptake,ug cm s,129.22513,37.43502,11.837994,10,465.210468,134.766072,mg cm h,,,,,,,,,,,,,,,,,,,
13,Senzano,2018,Fig 3,Ground-dwelling,Bufonidae,Rhinella diptycha,Rhinella diptycha,Rhinella_diptycha,wild,mass change,yes,191.7,,93.18902766,,-21.250478,-49.921319,,22.84999967,25,,,,,,,,80,,,,water gain,water uptake,ug cm s,110.80995,24.9133,7.878278,10,398.91582,89.68788,mg cm h,,,,,,,,,,,,,,,,,,,
13,Senzano,2018,Fig 3,Ground-dwelling,Bufonidae,Rhinella diptycha,Rhinella diptycha,Rhinella_diptycha,wild,mass change,yes,191.7,,93.18902766,,-21.250478,-49.921319,,31.84999935,35,,,,,,,,80,,,,water gain,water uptake,ug cm s,135.6824,40.21839,12.718171,10,488.45664,144.786204,mg cm h,,,,,,,,,,,,,,,,,,,
14,Rosnik,2018,Fig 1,Arboreal,Hylidae,Osteopilus septentrionalis,Osteopilus septentrionalis,Osteopilus_septentrionalis,wild,mass change,yes,2.6,12.76111585,,0.135829156,29.6516,-82.3248,,22.84999967,25,,,,3.258157936,0,3.258157936,,,,,,water loss,evaporative water loss,mg cm min,1.260123,0.2571628,0.0469513,30,12.60123,2.571628,mg cm h,,,,2.37267E-05,2.37267E-05,6.778395933,0,1.00484,1.183966399,5.847638317,,554.6426365,0.132924921,yes,original units not correct,Hydric Balance and Locomotor Performance of Native and Invasive Frogs,https://www.frontiersin.org/articles/10.3389/fevo.2018.00159/full?&utm_source=Email_to_authors_&utm_medium=Email&utm_content=T1_11.5e1_author&utm_campaign=Email_publication&field=&journalName=Frontiers_in_Ecology_and_Evolution&id=409888,,
